Fighter_first,Fighter_last,Fighter_height,Fighter_weight,Fighter_reach,Fighter_wins,Fighter_losses,Fighter_draws,Fighter_nickname,Fighter_stance
Ivan,Serati,"6' 0""",205 lbs.,--,12,4,0,,Orthodox
Alex,Serdyukov,"6' 2""",170 lbs.,"74.0""",8,5,0,The Russian Crusher,Orthodox
Nicholas,Sergiacomi,--,170 lbs.,--,1,1,0,,
Matt,Serra,"5' 6""",170 lbs.,"68.0""",11,7,0,The Terra,Orthodox
Nick,Serra,"5' 9""",170 lbs.,--,7,3,0,The Mad Monkey,Orthodox
Adrian,Serrano,"5' 8""",170 lbs.,--,56,29,4,,
Fredy,Serrano,"5' 3""",125 lbs.,"65.0""",3,2,0,El Profe,Orthodox
Carl,Seumanutafa,"6' 1""",255 lbs.,--,10,8,0,,Orthodox
Dan,Severn,"6' 2""",250 lbs.,--,101,19,1,The Beast,Southpaw
Rosi,Sexton,"5' 3""",135 lbs.,--,13,5,0,The Surgeon,Orthodox
Scott,Shaffer,"5' 7""",145 lbs.,--,0,1,0,,Orthodox
Edmen,Shahbazyan,"6' 2""",185 lbs.,"75.0""",12,4,0,The Golden Boy,Orthodox
Leon,Shahbazyan,"6' 4""",170 lbs.,"74.0""",7,2,0,,Orthodox
Don,Shainis,"5' 6""",145 lbs.,"67.0""",12,5,0,Shameless,Orthodox
Liliya,Shakirova,"5' 4""",125 lbs.,"65.0""",8,2,0,,Orthodox
Kamal,Shalorus,"5' 8""",155 lbs.,"68.0""",9,5,2,Prince of Persia,Orthodox
Ken,Shamrock,"6' 1""",205 lbs.,"72.0""",28,17,2,The World's Most Dangerous Man,Orthodox
Frank,Shamrock,"5' 10""",185 lbs.,--,23,10,2,,Orthodox
Shang,Zhifa,"5' 7""",125 lbs.,"63.0""",32,8,0,Northeast Flying Tiger,Orthodox
Jason,Sharp,--,205 lbs.,--,3,3,0,,
Eric,Shelton,"5' 6""",125 lbs.,"68.0""",12,6,0,Showtime,Orthodox
Sean,Sherk,"5' 6""",155 lbs.,"67.0""",36,4,1,The Muscle Shark,Orthodox
Chase,Sherman,"6' 4""",250 lbs.,"78.0""",16,12,0,The Vanilla Gorilla,Orthodox
Valentina,Shevchenko,"5' 5""",125 lbs.,"66.0""",23,4,1,Bullet,Southpaw
Antonina,Shevchenko,"5' 8""",125 lbs.,"67.0""",10,4,0,La Pantera,Southpaw
Katsuyori,Shibata,"6' 0""",168 lbs.,--,4,11,1,,Orthodox
Jake,Shields,"6' 0""",170 lbs.,"72.0""",31,9,1,,Orthodox
Henrique,Shiguemoto,"5' 11""",185 lbs.,"72.0""",13,4,1,,Orthodox
Shunichi,Shimizu,"5' 5""",135 lbs.,--,30,18,11,,Orthodox
Wade,Shipp,"6' 3""",245 lbs.,--,11,5,0,The Nightmare,Orthodox
Raja,Shippen,"5' 6""",145 lbs.,--,18,11,1,,
Yuya,Shirai,"5' 8""",168 lbs.,--,26,14,2,,Orthodox
Wes,Shivers,"6' 8""",--,--,7,1,0,,
Alexander,Shlemenko,"5' 11""",185 lbs.,--,56,9,0,Storm,
Josh,Shockley,"6' 1""",155 lbs.,--,11,4,0,,Orthodox
Josh,Shockman,"6' 4""",235 lbs.,--,6,3,0,The War Hammer,Southpaw
Akira,Shoji,"5' 8""",195 lbs.,--,14,17,5,,Orthodox
Liudvik,Sholinian,"5' 10""",135 lbs.,"71.0""",9,4,1,Palmeyros,Orthodox
Jack,Shore,"5' 8""",135 lbs.,"71.0""",17,1,0,Tank,Orthodox
Landon,Showalter,"6' 0""",185 lbs.,--,11,19,1,The Show,
Ivan,Shtyrkov,"6' 0""",205 lbs.,"74.0""",15,0,1,Ural Hulk,Orthodox
Brandon,Shuey,"5' 7""",155 lbs.,--,7,6,0,Big Dawg,Orthodox
Ronal,Siahaan,"5' 7""",125 lbs.,"71.0""",7,1,0,Naga Sakti,Southpaw
Sam,Sicilia,"5' 8""",145 lbs.,"67.0""",15,8,0,,Orthodox
Kiril,Sidelnikov,"5' 11""",230 lbs.,--,11,4,0,,
Serhiy,Sidey,"5' 11""",135 lbs.,"72.0""",10,1,0,,Switch
Steven,Siler,"5' 11""",145 lbs.,"70.0""",29,16,0,Super,Orthodox
Siala,Siliga,"6' 1""",290 lbs.,--,12,5,0,Mighty Mo,Orthodox
Xavier,Siller,"5' 5""",125 lbs.,--,5,5,0,Young Guns,
Assuerio,Silva,"5' 10""",241 lbs.,--,16,8,0,,Orthodox
Anderson,Silva,"6' 2""",185 lbs.,"77.0""",34,11,0,The Spider,Southpaw
Wanderlei,Silva,"5' 11""",205 lbs.,"74.0""",35,13,1,The Axe Murderer,Orthodox
Thiago,Silva,"6' 2""",205 lbs.,"74.0""",19,6,0,,Orthodox
Paulo Cesar,Silva,"7' 5""",385 lbs.,--,2,6,0,Giant,Orthodox
Jean,Silva,"5' 6""",160 lbs.,--,19,12,3,White Bear,Orthodox
Edson,Silva,--,205 lbs.,--,14,12,0,Paredao,Orthodox
Sidney,Silva,"6' 3""",170 lbs.,--,8,4,0,,Southpaw
Jay,Silva,"6' 2""",185 lbs.,--,10,11,1,,Southpaw
Antonio,Silva,"6' 4""",264 lbs.,"82.0""",19,12,1,Bigfoot,Orthodox
Fabio,Silva,"5' 11""",205 lbs.,--,1,8,0,,Orthodox
Erick,Silva,"6' 0""",170 lbs.,"74.0""",19,9,0,,Orthodox
Leandro,Silva,"5' 9""",155 lbs.,"72.0""",20,6,1,Buscape,Orthodox
Claudio,Silva,"5' 11""",170 lbs.,"71.0""",14,4,0,Hannibal,Southpaw
Wagner,Silva,"6' 0""",170 lbs.,--,6,3,0,Wagnao,Orthodox
Rafael,Silva,"5' 7""",135 lbs.,--,28,6,0,Morcego,
Joaquim,Silva,"5' 8""",155 lbs.,"69.0""",12,5,0,Netto BJJ,Southpaw
Felipe,Silva,"6' 0""",155 lbs.,"77.0""",8,2,0,,Orthodox
Dayana,Silva,"5' 7""",135 lbs.,--,7,4,0,,Orthodox
Bruno,Silva,"5' 4""",125 lbs.,"65.0""",13,5,2,Bulldog,Orthodox
Bruno,Silva,"6' 0""",185 lbs.,"74.0""",23,10,0,Blindado,Orthodox
Gabriel,Silva,"5' 6""",135 lbs.,"71.0""",8,2,0,,Orthodox
Jacob,Silva,"5' 5""",125 lbs.,"67.0""",6,4,0,Lil Animal,Orthodox
Natalia,Silva,"5' 4""",125 lbs.,"65.0""",16,5,1,,Southpaw
Jansey,Silva,"6' 2""",185 lbs.,"67.0""",7,2,0,Jones,Orthodox
Maria,Silva,"5' 3""",115 lbs.,"64.0""",8,1,0,Viuva Negra,Orthodox
Karine,Silva,"5' 5""",125 lbs.,"67.0""",17,4,0,Killer,Orthodox
Erik,Silva,"5' 9""",145 lbs.,"71.0""",9,2,0,The King,Orthodox
Janaina,Silva,"5' 1""",115 lbs.,"60.0""",5,1,0,Jana-Iron-Hand,Orthodox
Jhonata,Silva,"5' 5""",125 lbs.,"66.0""",8,2,0,,Orthodox
Jean,Silva,"5' 7""",145 lbs.,"69.0""",11,2,0,Lord Assassin,Orthodox
Danny,Silva,"5' 11""",145 lbs.,"70.0""",8,1,0,El Puma,Switch
Douglas,Silva de Andrade,"5' 7""",135 lbs.,"68.0""",29,5,0,D Silva,Orthodox
Leonardo,Silva de Oliveira,"6' 2""",185 lbs.,--,12,4,0,Cabecao,Orthodox
Marcus,Silveira,"6' 3""",242 lbs.,--,6,4,0,Conan,Orthodox
Elias,Silverio,"5' 11""",155 lbs.,"73.0""",13,3,0,Xuxu,Orthodox
Sim,Kai Xiong,"5' 5""",125 lbs.,"66.0""",5,1,0,Kobra,Orthodox
Jamey,Simmons,"5' 6""",135 lbs.,"70.0""",7,4,0,The Afro Samurai,Orthodox
Ricky,Simon,"5' 6""",135 lbs.,"69.0""",20,4,0,,Orthodox
Aaron,Simpson,"6' 0""",170 lbs.,"73.0""",12,5,0,A-Train,Orthodox
Wes,Sims,"6' 10""",260 lbs.,--,24,14,1,The Project,Orthodox
Marlon,Sims,--,170 lbs.,--,3,4,0,,
Tony,Sims,"5' 11""",155 lbs.,"70.0""",12,4,0,,Southpaw
Everett,Sims,"6' 5""",260 lbs.,"77.0""",4,1,0,Sexual Chocolate,Southpaw
Lodune,Sincaid,"5' 9""",185 lbs.,--,15,9,0,,Orthodox
Rob,Sinclair,"5' 8""",155 lbs.,--,13,5,0,,
Rory,Singer,"6' 2""",185 lbs.,"77.0""",11,9,0,Outburst,Orthodox
Rana Rudra Pratap,Singh,"5' 10""",135 lbs.,"69.0""",11,2,0,Ashwathama,Orthodox
Elvis,Sinosic,"6' 3""",205 lbs.,"77.0""",7,11,2,The King of Rock n' Rumble,Orthodox
Mitchell,Sipe,"6' 2""",245 lbs.,--,4,1,0,No Dice,Orthodox
Gian,Siqueira,"6' 1""",170 lbs.,"74.0""",19,5,0,Pitbull,Orthodox
Jeremia,Siregar,"5' 2""",125 lbs.,"63.0""",6,3,0,The Teacher,Orthodox
AJ,Siscoe,"5' 7""",135 lbs.,--,1,2,0,Let's Go,
Yokthai,Sithoar,"5' 7""",143 lbs.,--,0,1,0,,
Jeri,Sitzes,"5' 5""",125 lbs.,--,3,1,0,,
Dennis,Siver,"5' 6""",145 lbs.,"70.0""",23,11,0,,Orthodox
Chas,Skelly,"5' 11""",145 lbs.,"72.0""",19,3,0,The Scrapper,Orthodox
Matt,Skelton,"6' 3""",265 lbs.,--,0,1,0,,Orthodox
Zach,Skinner,"5' 6""",145 lbs.,--,10,11,0,,Orthodox
Brian,Sleeman,"5' 8""",185 lbs.,--,9,9,1,,
Joe,Slick,"6' 0""",199 lbs.,--,16,5,3,,Orthodox
Ray,Sloan,"6' 1""",205 lbs.,--,8,1,0,,
Kestutis,Smirnovas,"5' 10""",200 lbs.,--,24,8,2,,Orthodox
Maurice,Smith,"6' 2""",221 lbs.,--,12,14,0,,Orthodox
Patrick,Smith,"6' 2""",225 lbs.,--,20,17,0,,Orthodox
Scott,Smith,"6' 0""",185 lbs.,"70.0""",18,11,0,Hands of Steel,Orthodox
Eric,Smith,--,--,--,1,1,0,,Southpaw
Josh,Smith,"6' 0""",155 lbs.,--,9,8,0,,Orthodox
David,Smith,--,155 lbs.,--,5,1,0,,
Adam,Smith,--,--,--,0,3,0,,
Dillon,Smith,"6' 0""",170 lbs.,--,0,0,0,,
Trevor,Smith,"6' 3""",185 lbs.,"75.0""",15,10,0,Hot Sauce,Orthodox
Anthony,Smith,"6' 4""",205 lbs.,"76.0""",37,18,0,Lionheart,Orthodox
Colton,Smith,"6' 0""",155 lbs.,"71.0""",7,4,0,,Orthodox
Gilbert,Smith,"5' 9""",185 lbs.,--,12,6,0,,Southpaw
Leslie,Smith,"5' 9""",135 lbs.,"66.0""",10,7,1,The Peacemaker,Orthodox
Devonte,Smith,"5' 9""",155 lbs.,"76.0""",11,4,0,King Kage,Orthodox
Cole,Smith,"5' 11""",135 lbs.,"67.0""",7,2,0,The Cole Train,Orthodox
Nate,Smith,"5' 6""",125 lbs.,"69.0""",6,1,0,The Savage,Switch
Braxton,Smith,"5' 11""",257 lbs.,"72.0""",5,2,0,The Beautiful Monster,Orthodox
Walter,Smith-Cotito,"5' 8""",135 lbs.,--,4,5,0,,
Justin,Smitley,--,145 lbs.,--,10,7,1,,
Dmitrii,Smoliakov,"6' 2""",253 lbs.,"74.0""",9,3,0,The Lifeguard,Switch
Louis,Smolka,"5' 9""",135 lbs.,"68.0""",17,9,0,Da Last Samurai,Orthodox
Cameron,Smotherman,"5' 9""",135 lbs.,"69.0""",8,4,0,The Baby-Faced Killa,Orthodox
Shimon,Smotritsky,"6' 2""",170 lbs.,"74.0""",8,2,0,The Assassin,Orthodox
Richie,Smullen,"5' 9""",155 lbs.,"68.0""",3,1,1,,Orthodox
Devin,Smyth,"5' 10""",170 lbs.,"72.0""",4,2,0,,Switch
Denis,Sobolev,"6' 3""",216 lbs.,--,4,7,0,,Orthodox
Peter,Sobotta,"6' 0""",170 lbs.,"75.0""",17,7,1,,Southpaw
Renato,Sobral,"6' 1""",205 lbs.,"75.0""",37,11,0,Babalu,Orthodox
Rameau Thierry,Sokoudjou,"5' 10""",205 lbs.,"78.0""",18,18,0,The African Assassin,Orthodox
Alexander,Soldatkin,"6' 2""",250 lbs.,"75.0""",14,4,0,,Orthodox
Joe,Solecki,"5' 9""",155 lbs.,"70.0""",13,3,0,,Orthodox
Chris,Solomon,"5' 11""",155 lbs.,--,0,0,0,,
Joe,Son,"5' 4""",236 lbs.,--,0,4,0,,Orthodox
Paul,Song,--,185 lbs.,--,2,2,0,,
Song,Kenan,"6' 0""",170 lbs.,"71.0""",20,7,0,The Assassin,Orthodox
Song,Yadong,"5' 8""",135 lbs.,"67.0""",20,7,1,Kung Fu Kid,Orthodox
Emrah,Sonmez,"5' 10""",145 lbs.,"71.0""",14,5,0,Anatolian Wolf,Orthodox
Chael,Sonnen,"6' 1""",205 lbs.,"73.0""",29,15,1,,Southpaw
Cody,Sons,"5' 9""",205 lbs.,--,3,7,0,,
Jin,Soo Son,"5' 6""",135 lbs.,"69.0""",9,4,0,,Orthodox
Emiliano,Sordi,"6' 2""",205 lbs.,--,16,7,0,He-Man,Orthodox
Sean,Soriano,"5' 9""",145 lbs.,"70.0""",14,8,0,,Orthodox
Punahele,Soriano,"5' 11""",185 lbs.,"72.0""",9,3,0,Puna,Southpaw
Dmitry,Sosnovskiy,"6' 3""",240 lbs.,"77.0""",11,0,0,Wicked Machine,Orthodox
Ben,Sosoli,"6' 0""",265 lbs.,"72.0""",7,3,0,Combat Wombat,Southpaw
Krzysztof,Soszynski,"6' 1""",205 lbs.,"77.0""",26,12,1,The Polish Experiment,Open Stance
George,Sotiropoulos,"5' 10""",155 lbs.,"71.0""",14,7,0,,Orthodox
Greg,Soto,"5' 11""",170 lbs.,"73.0""",9,4,0,,Orthodox
Alex,Soto,"5' 8""",135 lbs.,--,8,3,1,Extremo,Southpaw
Joe,Soto,"5' 6""",135 lbs.,"65.0""",18,7,0,One Bad Mofo,Orthodox
Mario,Soto,"6' 0""",145 lbs.,--,7,2,0,Dr. Mario,
Andre,Soukhamthath,"5' 9""",135 lbs.,"70.0""",13,8,0,The Asian Sensation,Orthodox
Mario,Sousa,"6' 3""",185 lbs.,"79.0""",15,3,0,Coracao Valente,Orthodox
Bobby,Southworth,"6' 2""",205 lbs.,--,10,6,0,,Orthodox
Jacare,Souza,"6' 1""",185 lbs.,"72.0""",26,10,0,,Orthodox
Edimilson,Souza,"6' 0""",145 lbs.,"74.0""",15,5,0,Kevin,Orthodox
Livinha,Souza,"5' 3""",115 lbs.,"63.0""",14,4,0,The Brazilian Gangsta,Orthodox
Bruno,Souza,"5' 10""",145 lbs.,"70.0""",10,3,0,The Tiger,Orthodox
Ketlen,Souza,"5' 3""",125 lbs.,"63.0""",13,4,0,Esquentadinha,Orthodox
Charon,Spain,"5' 9""",155 lbs.,--,14,26,0,,
Chris,Spang,"6' 2""",170 lbs.,--,6,3,0,The Kiss,Orthodox
Andreas,Spang,"6' 1""",185 lbs.,--,9,3,0,Sweet Swede,
Ryan,Spann,"6' 5""",205 lbs.,"79.0""",21,9,0,Superman,Orthodox
Ron,Sparks,"6' 5""",265 lbs.,--,8,3,0,The Monster,
Tommy,Speer,"5' 10""",170 lbs.,"71.0""",21,7,0,,Orthodox
Patrick,Speight,"6' 1""",170 lbs.,--,7,3,0,,Orthodox
Sean,Spencer,"5' 10""",170 lbs.,"74.0""",12,6,0,Black Magic,Orthodox
Felicia,Spencer,"5' 6""",145 lbs.,"68.0""",9,3,0,FeeNom,Orthodox
Sam,Spengler,"5' 11""",185 lbs.,--,9,5,0,The Ram,Orthodox
Nick,Sperling,--,135 lbs.,--,3,4,0,,
Mario,Sperry,"6' 2""",205 lbs.,--,13,4,0,Zen Machine,Orthodox
Eric,Spicely,"6' 1""",185 lbs.,"73.0""",12,6,0,Zebrinha,Orthodox
Waachiim,Spiritwolf,"5' 8""",170 lbs.,--,12,13,1,Native Warrior,
Daniel,Spitz,"6' 7""",245 lbs.,"82.0""",6,3,0,,Orthodox
Serghei,Spivac,"6' 3""",260 lbs.,"78.0""",16,4,0,Polar Bear,Orthodox
Daniel,Spohn,"6' 4""",205 lbs.,"79.0""",15,6,0,Dragon,Southpaw
Pete,Spratt,"5' 9""",170 lbs.,--,25,23,0,The Secret Weapon,Orthodox
Austin,Springer,"5' 8""",145 lbs.,"71.0""",12,4,0,,Orthodox
Georges,St-Pierre,"5' 11""",185 lbs.,"76.0""",26,2,0,Rush,Orthodox
Bobby,Stack,"5' 9""",155 lbs.,--,8,3,0,,Orthodox
Andreas,Stahl,"5' 11""",170 lbs.,--,10,4,0,Real Steel,Orthodox
Ron,Stallings,"6' 2""",170 lbs.,"75.0""",14,8,0,The Choir Boy,Southpaw
Cody,Stamann,"5' 6""",135 lbs.,"64.0""",21,6,1,The Spartan,Orthodox
Cristina,Stanciu,"5' 3""",115 lbs.,--,5,2,0,Barbie,Orthodox
Brian,Stann,"6' 1""",205 lbs.,"74.0""",12,6,0,All American,Orthodox
Josh,Stansbury,"6' 2""",205 lbs.,"74.0""",4,8,0,The Sandman,Orthodox
Dion,Staring,"6' 1""",235 lbs.,--,35,14,0,Soldier,Orthodox
Lucas,Stark,--,155 lbs.,--,1,5,0,,
Clifford,Starks,"6' 0""",185 lbs.,"78.0""",13,3,0,,Orthodox
Kalib,Starnes,"6' 3""",185 lbs.,"74.0""",17,11,1,,Orthodox
Laureano,Staropoli,"6' 1""",185 lbs.,"71.0""",9,5,0,Pepi,Orthodox
Damian,Stasiak,"5' 5""",135 lbs.,"70.0""",10,6,0,Webster,Orthodox
Adam,Steele,--,170 lbs.,--,0,1,0,,
Dominique,Steele,"5' 10""",170 lbs.,"74.0""",14,9,0,Non-Stop Action-Packed,Orthodox
Ricky,Steele,"5' 9""",135 lbs.,"74.0""",6,0,0,The Karate Kid,Orthodox
Eric,Steenberg,--,155 lbs.,--,5,1,0,,
Steve,Steinbeiss,"6' 3""",185 lbs.,"75.0""",9,4,0,The Hooligan,Orthodox
Ray,Steinbeiss,"5' 11""",170 lbs.,--,14,7,0,Ipswitch Cobra,Orthodox
Dmitri,Stepanov,"6' 3""",217 lbs.,--,0,1,0,,Orthodox
Jeremy,Stephens,"5' 9""",145 lbs.,"71.0""",28,19,0,Lil' Heathen,Orthodox
Aljamain,Sterling,"5' 7""",135 lbs.,"71.0""",23,4,0,Funk Master,Orthodox
Marc,Stevens,"5' 9""",155 lbs.,--,21,10,0,,
Joe,Stevenson,"5' 7""",145 lbs.,"70.0""",33,16,0,Daddy,Orthodox
Maia,Stevenson,"5' 4""",115 lbs.,"62.0""",6,5,0,,Orthodox
Luke,Stewart,"5' 11""",170 lbs.,--,6,3,0,,Orthodox
Darren,Stewart,"6' 0""",205 lbs.,"74.0""",12,8,0,The Dentist,Orthodox
Kyle,Stewart,"6' 0""",170 lbs.,"76.0""",11,3,0,Gunz Up,Orthodox
Alex,Stiebling,"6' 2""",205 lbs.,--,19,11,1,The Brazilian Killa,Southpaw
Tyler,Stinson,"6' 3""",170 lbs.,--,30,10,0,The Evolution,
Dan,Stittgen,"6' 1""",170 lbs.,--,12,5,0,The Anvil,Orthodox
Lazar,Stojadinovic,"5' 7""",145 lbs.,"68.0""",12,5,0,The Bronx Bomber,Southpaw
Denis,Stojnic,"6' 0""",245 lbs.,--,13,3,0,,Orthodox
Julija,Stoliarenko,"5' 7""",125 lbs.,"66.0""",11,8,2,,Orthodox
Dustin,Stoltzfus,"6' 0""",185 lbs.,"75.0""",14,5,0,,Orthodox
Niklas,Stolze,"6' 1""",155 lbs.,"74.0""",12,6,0,Green Mask,Switch
Ken,Stone,"5' 8""",135 lbs.,"71.0""",11,4,0,,Southpaw
Ryan,Stonitsch,"5' 9""",170 lbs.,--,8,1,0,,Southpaw
George,Stork,"5' 10""",185 lbs.,--,7,9,0,,
Rick,Story,"5' 9""",170 lbs.,"71.0""",19,9,0,The Horror,Southpaw
Darko,Stosic,"6' 0""",205 lbs.,"76.0""",13,4,0,,Orthodox
Greg,Stott,"5' 7""",220 lbs.,--,0,1,0,Ranger,Southpaw
Curtis,Stout,"6' 1""",185 lbs.,--,11,12,1,,Southpaw
Sam,Stout,"5' 9""",155 lbs.,"70.0""",20,12,1,Hands of Stone,Orthodox
Tim,Stout,"5' 11""",185 lbs.,--,12,10,0,,
Jesse,Strader,"5' 7""",135 lbs.,"70.0""",5,3,0,Sui Generis,Orthodox
Gennaro,Strangis,--,--,--,0,1,0,,
Dave,Strasser,"5' 10""",170 lbs.,--,25,8,0,,Orthodox
Daniel,Straus,"5' 7""",145 lbs.,"71.0""",24,7,0,,
Gerald,Strebendt,"5' 9""",155 lbs.,--,9,7,0,The Finishing Machine,Orthodox
Sean,Strickland,"6' 1""",185 lbs.,"76.0""",28,5,0,,Orthodox
Mark,Striegl,"5' 8""",145 lbs.,"70.0""",18,4,0,Mugen,Southpaw
Hans,Stringer,"6' 3""",205 lbs.,--,22,8,3,,Orthodox
Stefan,Struve,"6' 11""",265 lbs.,"84.0""",33,13,0,Skyscraper,Orthodox
Josh,Stuart,"5' 9""",160 lbs.,--,1,4,0,,
Mike,Stumpf,"5' 10""",170 lbs.,--,11,4,0,,
Kyle,Sturgeon,"6' 3""",225 lbs.,--,0,1,0,,Switch
Tatiana,Suarez,"5' 5""",115 lbs.,"66.0""",11,0,0,,Southpaw
Masanori,Suda,"5' 9""",183 lbs.,--,22,11,3,,Orthodox
Genki,Sudo,"5' 9""",155 lbs.,--,15,4,2,Neo-Samurai,Orthodox
Lucasz,Sudolski,"6' 4""",205 lbs.,"75.0""",8,1,0,,Orthodox
Daisuke,Sugie,"5' 6""",160 lbs.,--,10,8,1,Amazon,Orthodox
Takashi,Sugiura,"5' 11""",225 lbs.,--,1,3,0,,Southpaw
Naho,Sugiyuma,"5' 1""",105 lbs.,--,12,5,0,Sugi Rock,
George,Sullivan,"6' 0""",170 lbs.,"73.0""",17,7,0,The Silencer,Orthodox
Amar,Suloev,"5' 9""",183 lbs.,--,24,7,0,,Orthodox
Magomed,Sultanakhmedov,"6' 2""",185 lbs.,--,18,6,0,,Southpaw
Justin,Sumter,"6' 2""",185 lbs.,"80.0""",7,3,0,,Southpaw
Kyu,Sung Kim,--,125 lbs.,--,12,5,0,,
Rama,Supandhi,"5' 5""",125 lbs.,"66.0""",8,4,0,Hellboy,Southpaw
Aji,Susilo,"5' 10""",155 lbs.,--,6,4,0,,
Jason,Suttie,"6' 0""",210 lbs.,--,0,1,0,Nobunaga,Orthodox
Joel,Sutton,"5' 11""",205 lbs.,--,2,4,1,,Orthodox
Chad,Sutton,"6' 1""",185 lbs.,--,2,2,0,,
Danilo,Suzart,"6' 0""",260 lbs.,--,9,2,0,,Orthodox
Martin,Svensson,"6' 1""",155 lbs.,--,15,6,0,,
Daniel,Swain,"5' 9""",145 lbs.,"70.0""",20,10,1,,Orthodox
Cub,Swanson,"5' 8""",145 lbs.,"70.0""",29,13,0,,Orthodox
Mike,Swick,"6' 1""",170 lbs.,"77.0""",15,6,0,Quick,Orthodox
Floyd,Sword,"6' 0""",185 lbs.,--,12,3,0,,Orthodox
Oumar,Sy,--,205 lbs.,--,6,0,0,,
Bentley,Syler,"5' 4""",125 lbs.,--,5,1,0,Bolivia,Orthodox
Kevin,Syler,"5' 9""",155 lbs.,"71.0""",10,1,0,El Nino Bala,Switch
Leo,Sylvest,"5' 11""",205 lbs.,--,10,16,0,Lethal,Orthodox
Tony,Sylvester,"6' 1""",225 lbs.,--,11,3,0,,Southpaw
Tim,Sylvia,"6' 8""",265 lbs.,"80.0""",31,10,0,The Maine-iac,Orthodox
Kevin,Szaflarski,"6' 5""",260 lbs.,"77.0""",11,2,0,,Orthodox
Osamu,Tachihikari,"6' 5""",300 lbs.,--,0,4,0,,Orthodox
Amber,Tackett,--,115 lbs.,--,1,3,0,,
Eugenio,Tadeu,"5' 8""",160 lbs.,--,2,3,0,,Orthodox
Justin,Tafa,"6' 0""",264 lbs.,"74.0""",7,3,0,Bad Man,Southpaw
Junior,Tafa,"6' 3""",240 lbs.,"75.0""",5,1,0,The Juggernaut,Orthodox
Khalid,Taha,"5' 5""",135 lbs.,"69.0""",13,5,0,The Warrior,Orthodox
Joe,Taimanglo,"5' 4""",135 lbs.,--,23,7,1,The Juggernaut,
Tatsuro,Taira,"5' 7""",125 lbs.,"70.0""",14,0,0,,Orthodox
Mairbek,Taisumov,"5' 9""",155 lbs.,"73.0""",27,6,0,Beckan,Orthodox
Nobuhiko,Takada,"6' 0""",220 lbs.,--,2,6,2,,Southpaw
Yoshiki,Takahashi,"5' 11""",199 lbs.,--,30,27,3,Kazuo,Southpaw
Yoko,Takahashi,"5' 8""",150 lbs.,--,15,12,2,,
Daiju,Takase,"6' 0""",170 lbs.,--,12,15,2,,Southpaw
Hiroyuki,Takaya,"5' 6""",139 lbs.,--,21,14,2,Streetfight Bancho,Orthodox
Yoshihiro,Takayama,"6' 5""",280 lbs.,--,1,4,0,,Orthodox
Makoto,Takimoto,"5' 7""",205 lbs.,--,6,5,0,,Southpaw
Oleg,Taktarov,"6' 0""",210 lbs.,--,17,5,2,The Russian Bear,Orthodox
Payton,Talbott,"5' 10""",135 lbs.,"70.0""",6,0,0,,Switch
Nordine,Taleb,"6' 1""",170 lbs.,"74.0""",15,7,0,,Orthodox
Murtaza,Talha,"6' 0""",205 lbs.,"74.0""",6,1,0,,Orthodox
Tsuyoshi,Tamakairiki,"6' 0""",220 lbs.,--,0,3,0,,Orthodox
Eli,Tamez,"5' 7""",135 lbs.,--,10,0,0,Tomahawk,
Kiyoshi,Tamura,"5' 11""",185 lbs.,--,32,13,3,,Southpaw
Akitoshi,Tamura,"5' 9""",135 lbs.,"70.0""",21,18,2,The Ironman,Orthodox
Issei,Tamura,"5' 5""",135 lbs.,"63.0""",10,8,0,,Orthodox
Jason,Tan,"5' 10""",170 lbs.,--,5,3,0,,Orthodox
Akihito,Tanaka,--,--,--,2,2,0,Kinniku Mantaro,Southpaw
Michinori,Tanaka,"5' 5""",135 lbs.,"67.0""",11,3,0,,Orthodox
Evan,Tanner,"6' 0""",185 lbs.,"74.0""",32,8,0,,Orthodox
Kasey,Tanner,"5' 7""",135 lbs.,"69.0""",6,1,0,,Orthodox
Manny,Tapia,"5' 5""",135 lbs.,"67.0""",12,14,1,The Mangler,Orthodox
Gary,Tapusoa,"5' 7""",185 lbs.,--,8,3,0,,
Miesha,Tate,"5' 6""",135 lbs.,"65.0""",19,9,0,Cupcake,Orthodox
Deividas,Taurosevicius,"5' 9""",145 lbs.,"68.0""",17,5,0,,Southpaw
Thiago,Tavares,"5' 7""",145 lbs.,"70.0""",21,7,1,,Orthodox
Jeremy,Tavares,--,135 lbs.,--,1,6,0,,
Brad,Tavares,"6' 1""",185 lbs.,"74.0""",20,9,0,,Orthodox
Ramon,Taveras,"5' 8""",135 lbs.,"70.0""",9,2,0,The Savage,Southpaw
Paul,Taylor,"6' 0""",155 lbs.,"72.0""",11,6,1,Relentless,Orthodox
Jesse,Taylor,"6' 0""",170 lbs.,"73.0""",31,15,0,JT Money,Orthodox
Torrance,Taylor,"5' 7""",155 lbs.,--,13,8,1,,
Louis,Taylor,"5' 11""",185 lbs.,--,13,4,0,Handgunz,Orthodox
Anthony,Taylor,"5' 7""",145 lbs.,--,1,3,0,Pretty Boy,
Danielle,Taylor,"5' 0""",115 lbs.,"60.0""",9,4,0,Dynamite,Orthodox
J.T,Taylor,"5' 10""",--,--,7,7,0,The Outlaw,
James,Te Huna,"6' 2""",185 lbs.,"75.0""",16,9,0,,Orthodox
Shawn,Teed,"6' 5""",265 lbs.,--,5,2,0,,Orthodox
